,link,title
2347,http://pittsburghpa.gov/publicsafety/blotterview/2347,"Police, EMS, Fire Respond for Two-Vehicle Crash on the North Side with Critical Patient - 07.20.2023"
2343,http://pittsburghpa.gov/publicsafety/blotterview/2343,"Pittsburgh Police Issue Multiple Citations, Arrest Three in the South Side Over the Weekend - 07.17.2023"
2342,http://pittsburghpa.gov/publicsafety/blotterview/2342,Police Investigate Undetermined Death at the Mon Wharf - 07.17.2023
2341,http://pittsburghpa.gov/publicsafety/blotterview/2341,"Police  Respond for Shotspotter Alert in East Hills on July 12, One Injured - 07.12.2023"
2340,http://pittsburghpa.gov/publicsafety/blotterview/2340,"UPDATE: Two Females Critically Injured in Brighton Heights Shooting, Suspect in Custody  - 07.12.2023"
2339,http://pittsburghpa.gov/publicsafety/blotterview/2339,UPDATE: Pittsburgh Police Seek the Public's Help to Locate Missing 12-year-old Girl - 07.11.2023
2338,http://pittsburghpa.gov/publicsafety/blotterview/2338,Police Investigate Stabbing Downtown - 07.10.2023
2335,http://pittsburghpa.gov/publicsafety/blotterview/2335,"Male Fatally Shot on the South Side, Police Investigating  - 07.09.2023"
2337,http://pittsburghpa.gov/publicsafety/blotterview/2337,"Pittsburgh EMS Treats Dozens at Ed Sheeran Concert, Crews Save Two Cardiac Patients  - 07.09.2023"
2336,http://pittsburghpa.gov/publicsafety/blotterview/2336,"Pittsburgh EMS, Fire, and Police Respond for Serious Single Vehicle Crash in the Strip District - 07.09.2023"
2332,http://pittsburghpa.gov/publicsafety/blotterview/2332,Pittsburgh Hazmat Responds for Sinking Boat on the Allegheny River - 07.07.2023
2329,http://pittsburghpa.gov/publicsafety/blotterview/2329,"Male Found Stabbed in East Liberty, Police Investigating - 07.07.2023"
2333,http://pittsburghpa.gov/publicsafety/blotterview/2333,Police Investigating After Gunshot Victim Arrives at the Hospital - 07.07.2023
2331,http://pittsburghpa.gov/publicsafety/blotterview/2331,UPDATE: Police Investigate Shooting With Juvenile Victim  in Hazelwood - 07.07.2023
2334,http://pittsburghpa.gov/publicsafety/blotterview/2334,"Pittsburgh Police, EMS Attend to Male Struck with An Arrow in California-Kirkbride Neighborhood - 07.07.2023"
2330,http://pittsburghpa.gov/publicsafety/blotterview/2330,Narcotics & Vice Detectives Make Multiple Arrests Downtown  - 07.07.2023
2328,http://pittsburghpa.gov/publicsafety/blotterview/2328,UPDATE: Pittsburgh Police Ask for Assistance to find Missing Girl  - 07.06.2023
2327,http://pittsburghpa.gov/publicsafety/blotterview/2327,Fourth of July Celebrations Draw Large Crowds with Public Safety Response to Incidents - 07.05.2023
2322,http://pittsburghpa.gov/publicsafety/blotterview/2322,"Police, Fire EMS Respond for Vehicle into Structure in Beltzhoover, One Transported to the Hospital - 07.03.2023"
2324,http://pittsburghpa.gov/publicsafety/blotterview/2324,Pittsburgh Police Respond for False 9-1-1 Call in Brookline - 07.03.2023
2323,http://pittsburghpa.gov/publicsafety/blotterview/2323,UPDATE: Pittsburgh Bureau of Fire Called to 2-Alarm Structure Fire in Beltzhoover - 07.03.2023
2326,http://pittsburghpa.gov/publicsafety/blotterview/2326,"Police, Fire, EMS Respond for Vehicle Crash and Rollover  - 07.03.2023"
2325,http://pittsburghpa.gov/publicsafety/blotterview/2325,Pittsburgh Police Apprehend Warrant Suspect for South Side Shooting Incident in 2022 - 07.03.2023
2320,http://pittsburghpa.gov/publicsafety/blotterview/2320,Pittsburgh Bureau of Fire Responds to Residential Fire Involving Lithium Ion Batteries  - 06.27.2023
2321,http://pittsburghpa.gov/publicsafety/blotterview/2321,UPDATE: Pittsburgh Police Seek Assistance in Search for Missing Girl - 06.27.2023
2318,http://pittsburghpa.gov/publicsafety/blotterview/2318,Two Gunshot Victims Transported to the Hospital After Shots Fired in Knoxville - 06.26.2023
2319,http://pittsburghpa.gov/publicsafety/blotterview/2319,Police Investigate After Adult Male Shot and Killed in East Hills - 06.26.2023
2313,http://pittsburghpa.gov/publicsafety/blotterview/2313,Early Morning Shooting Incident in Homewood South Injures Two - 06.25.2023
2314,http://pittsburghpa.gov/publicsafety/blotterview/2314,Police Investigate Homicide on Federal Street  - 06.25.2023
2315,http://pittsburghpa.gov/publicsafety/blotterview/2315,"EMS. Fire, Police Respond for Single Vehicle Collision in Lincoln-Larimer - 06.25.2023"
2317,http://pittsburghpa.gov/publicsafety/blotterview/2317,Police Officer Injured Following Foot Pursuit of a Possible Suspect with a Gun - 06.25.2023
2312,http://pittsburghpa.gov/publicsafety/blotterview/2312,ARREST/UPDATE/CORRECTION: Police Investigate Overnight Aggravated Assault Downtown - 06.25.2023
2316,http://pittsburghpa.gov/publicsafety/blotterview/2316,"Police Respond for ShotSpotter Alert on Kelly Street, Male Victim Transported  - 06.25.2023"
2311,http://pittsburghpa.gov/publicsafety/blotterview/2311,UPDATE: Police Search for Twin 12- Year Old Boys - 06.24.2023
2310,http://pittsburghpa.gov/publicsafety/blotterview/2310,UPDATE: Police Investigate After Male Gunshot Victim Arrives at the Hospital - 06.24.2023
2309,http://pittsburghpa.gov/publicsafety/blotterview/2309,UPDATE: Police Investigate Overnight Aggravated Assault - 06.20.2023
2308,http://pittsburghpa.gov/publicsafety/blotterview/2308,UPDATE: Police Ask for the Public's Help to Find Missing Boy  - 06.19.2023
2307,http://pittsburghpa.gov/publicsafety/blotterview/2307,Police Make Arrest in 2021 Homicide in Lincoln-Lemington - 06.19.2023
2305,http://pittsburghpa.gov/publicsafety/blotterview/2305,UPDATE: Police Seek the Public's Assistance to Locate Missing Juvenile - 06.19.2023
2306,http://pittsburghpa.gov/publicsafety/blotterview/2306,Police Investigate After Female Found with Stab Wounds in Homewood  - 06.19.2023
2304,http://pittsburghpa.gov/publicsafety/blotterview/2304,River Rescue Responds for Body Found in the Allegheny River - 06.19.2023
2303,http://pittsburghpa.gov/publicsafety/blotterview/2303,Male Arrested for Impaired Driving in Allegheny West - 06.17.2023
2302,http://pittsburghpa.gov/publicsafety/blotterview/2302,Fire Investigation Unit Investigates Overnight Vehicle Fire in Uptown - 06.16.2023
2301,http://pittsburghpa.gov/publicsafety/blotterview/2301,Pittsburgh Police Arrest Male Wanted in Hill District Shooting  - 06.15.2023
2300,http://pittsburghpa.gov/publicsafety/blotterview/2300,Police Investigate Fatal Shots Fired Incident in West Oakland - 06.13.2023
2299,http://pittsburghpa.gov/publicsafety/blotterview/2299,"Police, Medics Respond for Male Shot in Hand in Crafton Heights - 06.13.2023"
2297,http://pittsburghpa.gov/publicsafety/blotterview/2297,CORRECTION: Pittsburgh Bureau of Fire Responds for Fire at Phipps Conservatory - 06.12.2023
2298,http://pittsburghpa.gov/publicsafety/blotterview/2298,Two Injured in Shots Fired Incident in Uptown - 06.12.2023
2296,http://pittsburghpa.gov/publicsafety/blotterview/2296,UPDATE: Police Seek Assistance in Search for Missing Male  - 06.11.2023
2295,http://pittsburghpa.gov/publicsafety/blotterview/2295,Four Injured Following Shots Fired Incident on Sawmill Run/ Route 51 - 06.11.2023
2293,http://pittsburghpa.gov/publicsafety/blotterview/2293,"Police Investigate Overnight Shooting in Bedford Dwellings, One Critically Wounded - 06.09.2023"
2294,http://pittsburghpa.gov/publicsafety/blotterview/2294,UPDATE: Pittsburgh Police Seek the Public's Assistance to Find Missing Juvenile with Autism - 06.09.2023
2292,http://pittsburghpa.gov/publicsafety/blotterview/2292,Pittsburgh Bureau of Fire Responds for 1-Alarm Fire in the Upper Hill District - 06.06.2023
2291,http://pittsburghpa.gov/publicsafety/blotterview/2291,CORRECTION: Police Investigate Following Shots Fired and Juvenile Injured in the Hill District - 06.05.2023
2290,http://pittsburghpa.gov/publicsafety/blotterview/2290,Police Investigate Overnight Shooting in Greenfield  - 06.05.2023
2289,http://pittsburghpa.gov/publicsafety/blotterview/2289,"Police Investigate Shots Fired in Knoxville Neighborhood, Two Injured - 06.03.2023"
2288,http://pittsburghpa.gov/publicsafety/blotterview/2288,Man Arrested After Driving Stolen Vehicle that Crashed into Parked City Police Car - 06.01.2023
2287,http://pittsburghpa.gov/publicsafety/blotterview/2287,"Police Investigate Following East Hills Shooting, One Injured - 05.31.2023"
2286,http://pittsburghpa.gov/publicsafety/blotterview/2286,UPDATE: Police Seek Assistance in Locating Missing Senior Citizen - 05.30.2023
2283,http://pittsburghpa.gov/publicsafety/blotterview/2283,Police Investigate Shooting in North Homewood - 05.29.2023
2284,http://pittsburghpa.gov/publicsafety/blotterview/2284,Police Investigate Shooting in the Hill District - 05.29.2023
2285,http://pittsburghpa.gov/publicsafety/blotterview/2285,Police Investigate Shooting in Larimer - 05.28.2023
2282,http://pittsburghpa.gov/publicsafety/blotterview/2282,Police Investigate Shooting in N. Oakland - 05.26.2023
2279,http://pittsburghpa.gov/publicsafety/blotterview/2279,UPDATE: Fatal Shooting Outside Oliver Citywide Academy - 05.24.2023
2280,http://pittsburghpa.gov/publicsafety/blotterview/2280,Pittsburgh Police Investigating an Apparent Homicide - 05.24.2023
2281,http://pittsburghpa.gov/publicsafety/blotterview/2281,Woman Charged in Death of Infant - 05.24.2023
2277,http://pittsburghpa.gov/publicsafety/blotterview/2277,Police Investigating Armed Robbery - 05.23.2023
2278,http://pittsburghpa.gov/publicsafety/blotterview/2278,Police Investigate Kidnapping  - 05.23.2023
2276,http://pittsburghpa.gov/publicsafety/blotterview/2276,Police Investigate Shooting in the Hill District - 05.22.2023
2275,http://pittsburghpa.gov/publicsafety/blotterview/2275,Pittsburgh Police Investigate Fatal Stabbing - 05.19.2023
2273,http://pittsburghpa.gov/publicsafety/blotterview/2273,Confirmed Critical Incident/Officer Involved shooting Zone 3 - 05.18.2023
2272,http://pittsburghpa.gov/publicsafety/blotterview/2272,PBF and Fire Investigation Unit Respond to Fire in Allegheny East Airbnb - 05.17.2023
2271,http://pittsburghpa.gov/publicsafety/blotterview/2271,Police Investigate Home Invasion and Shooting on Bennet Street - 05.17.2023
2270,http://pittsburghpa.gov/publicsafety/blotterview/2270,Police Investigate Assault in Frick Park - 05.15.2023
2269,http://pittsburghpa.gov/publicsafety/blotterview/2269,Police Investigate Following Shots Fired in Allentown - 05.14.2023
2268,http://pittsburghpa.gov/publicsafety/blotterview/2268,Arrest Warrant Filed for April Strip District Shooting that Injured Two - 05.10.2023
2267,http://pittsburghpa.gov/publicsafety/blotterview/2267,UPDATE: Police Seek Assistance in Locating Missing Senior Citizen  - 05.09.2023
2266,http://pittsburghpa.gov/publicsafety/blotterview/2266,"Police Arrest Man for Crash, Aggravated Assault - 05.04.2023"
2265,http://pittsburghpa.gov/publicsafety/blotterview/2265,UPDATE: SVU Detectives Seek Public's Input to Help Locate Missing Person - 05.02.2023
2264,http://pittsburghpa.gov/publicsafety/blotterview/2264,Police Investigate Aggravated Assault and Robbery Downtown - 05.01.2023
2263,http://pittsburghpa.gov/publicsafety/blotterview/2263,"Police Investigate Shots Fired in Perry South, One Injured - 04.30.2023"
2262,http://pittsburghpa.gov/publicsafety/blotterview/2262,UPDATE: Pittsburgh Police Search for Missing Teen Girl - 04.30.2023
2261,http://pittsburghpa.gov/publicsafety/blotterview/2261,Police Investigate Overnight Shooting in the South Side - 04.29.2023
2260,http://pittsburghpa.gov/publicsafety/blotterview/2260,"Police Investigate Following Shots Fired in the Strip District, Two Injured - 04.28.2023"
2259,http://pittsburghpa.gov/publicsafety/blotterview/2259,Pittsburgh Police Continue Search for Teenage Girl - 04.27.2023
2257,http://pittsburghpa.gov/publicsafety/blotterview/2257,Police Investigate Fatal Shooting in Zone 5 - 04.24.2023
2258,http://pittsburghpa.gov/publicsafety/blotterview/2258,Police Investigate Armed Robbery in the Hill District - 04.24.2023
2256,http://pittsburghpa.gov/publicsafety/blotterview/2256,County Police Investigate Critical Incident in Zone 3 - 04.21.2023
2255,http://pittsburghpa.gov/publicsafety/blotterview/2255,Violent Crime Unit Detectives Arrest Two in Homicide of Marquis Campbell - 04.21.2023
2254,http://pittsburghpa.gov/publicsafety/blotterview/2254,"Police, EMS Respond for Hit and Run of USPS Vehicle  - 04.20.2023"
2253,http://pittsburghpa.gov/publicsafety/blotterview/2253,Police Investigate Shooting on Frankstown Avenue - 04.19.2023
2252,http://pittsburghpa.gov/publicsafety/blotterview/2252,Collision Investigation Responds to Head-Pn Collsion - 04.17.2023
2251,http://pittsburghpa.gov/publicsafety/blotterview/2251,Pittsburgh Police Investigate After Male Arrives at Local Hospital with a Gunshot Wound - 04.16.2023
2249,http://pittsburghpa.gov/publicsafety/blotterview/2249,"Two Stabbed Downtown, Police Arrest Suspect  - 04.14.2023"
2250,http://pittsburghpa.gov/publicsafety/blotterview/2250,UPDATE: Police Ask for Help in Locating Missing Senior Citizen Last Seen in the Hill District - 04.14.2023
2248,http://pittsburghpa.gov/publicsafety/blotterview/2248,Police Investigate After Male Shot in the Hill District - 04.14.2023
2247,http://pittsburghpa.gov/publicsafety/blotterview/2247,UPDATE: Police Seek Public's Help to Find Missing Male Last Seen in the Hill District - 04.13.2023
2245,http://pittsburghpa.gov/publicsafety/blotterview/2245,UPDATE: Pittsburgh Police Seek Assistance to Locate Missing Male - 04.12.2023
2246,http://pittsburghpa.gov/publicsafety/blotterview/2246,SWAT Responds to Barricaded Male in Lincoln-Lemington - 04.12.2023
2244,http://pittsburghpa.gov/publicsafety/blotterview/2244,Construction Worker Rescued after Fall from Height Downtown - 04.12.2023
2241,http://pittsburghpa.gov/publicsafety/blotterview/2241,Police Ask for Assistance to Locate Missing Teen - 04.11.2023
2243,http://pittsburghpa.gov/publicsafety/blotterview/2243,UPDATE 2: Police Investigate Fatal Pedestrian Hit and Run in Point Breeze - 04.11.2023
2242,http://pittsburghpa.gov/publicsafety/blotterview/2242,Pittsburgh Police Arrest Man for Two Bank Robberies in Shadyside  - 04.11.2023
2239,http://pittsburghpa.gov/publicsafety/blotterview/2239,UPDATE: Police Apprehend Actor Following Bank Robbery in Shadyside  - 04.11.2023
2237,http://pittsburghpa.gov/publicsafety/blotterview/2237,UPDATE: Police Investigate Bank Robbery in Shadyside - 04.10.2023
2238,http://pittsburghpa.gov/publicsafety/blotterview/2238,Pittsburgh Police Respond to Unfounded Active Shooter Threat at University of Pittsburgh - 04.10.2023
2236,http://pittsburghpa.gov/publicsafety/blotterview/2236,"Police Investigate Hit and Run, Pedestrian Critically Injured on Carson Street - 04.10.2023"
2240,http://pittsburghpa.gov/publicsafety/blotterview/2240,"Police Locate Deceased Male in Abandoned House, Violent Crime Unit Investigating  - 04.10.2023"
2233,http://pittsburghpa.gov/publicsafety/blotterview/2233,Police Investigate Shooting in Zone 3  - 04.08.2023
2234,http://pittsburghpa.gov/publicsafety/blotterview/2234,Police Respond to Shooting in Hazelwood  - 04.08.2023
2235,http://pittsburghpa.gov/publicsafety/blotterview/2235,Crews Respond to Five-Car Train Derailment  - 04.08.2023
2232,http://pittsburghpa.gov/publicsafety/blotterview/2232,"Police Arrest, Charge One for February Shooting on North Side  - 04.06.2023"
2231,http://pittsburghpa.gov/publicsafety/blotterview/2231,Hazmat Responds to U.S. Steel Tower Downtown for Leak - 04.05.2023
2230,http://pittsburghpa.gov/publicsafety/blotterview/2230,SWAT Responds to Male in Crisis in Zone 1 - 04.05.2023
2229,http://pittsburghpa.gov/publicsafety/blotterview/2229,"Two Arrested, Charged with Aggravated Assault after Shooting in Beechview - 04.05.2023"
2228,http://pittsburghpa.gov/publicsafety/blotterview/2228,"UPDATE: EMS, Police Respond for Stabbing in Observatory Hill  - 04.01.2023"
2226,http://pittsburghpa.gov/publicsafety/blotterview/2226,"Pittsburgh Public Safety Bureaus, Along with Partner Agencies, Respond to False Reports of Active Shooter at Schools in Oakland - 03.29.2023"
2227,http://pittsburghpa.gov/publicsafety/blotterview/2227,"Police Arrest, Charge One for February Homicide on North Side - 03.29.2023"
2225,http://pittsburghpa.gov/publicsafety/blotterview/2225,Police Investigate After Shooting Victim Located in Stanton Heights  - 03.29.2023
2223,http://pittsburghpa.gov/publicsafety/blotterview/2223,UPDATE 2: Police Investigating Overnight Collision in East Liberty - 03.27.2023
2224,http://pittsburghpa.gov/publicsafety/blotterview/2224,UPDATE: Police Ask For Assistance in Finding Missing Male Last Seen on North Shore - 03.27.2023
2221,http://pittsburghpa.gov/publicsafety/blotterview/2221,UPDATE: Police Investigate Shooting in Zone 5 - 03.26.2023
2222,http://pittsburghpa.gov/publicsafety/blotterview/2222,"Police Respond for Dog Bite in Zone 4, Four Transported - 03.26.2023"
2219,http://pittsburghpa.gov/publicsafety/blotterview/2219,Police Arrest One Following Aggravated Assault in Fineview - 03.24.2023
2220,http://pittsburghpa.gov/publicsafety/blotterview/2220,Police Investigate Fatal Shooting of Two in Homewood - 03.24.2023
2218,http://pittsburghpa.gov/publicsafety/blotterview/2218,Police Make Arrest in Violent Assault and Robbery Involving a Firearm  - 03.24.2023
2217,http://pittsburghpa.gov/publicsafety/blotterview/2217,"Former City Employee Charged with Forgery, Theft for Fraudulent Checks - 03.23.2023"
2216,http://pittsburghpa.gov/publicsafety/blotterview/2216,"Police Arrest, Charge One Person for Fatal Shooting at Cordell Pl  - 03.22.2023"
2215,http://pittsburghpa.gov/publicsafety/blotterview/2215,UPDATE: Police Ask for Assistance to Find Missing Juvenile  - 03.22.2023
2213,http://pittsburghpa.gov/publicsafety/blotterview/2213,Police Investigate After Human Remains Located in Wooded Area  - 03.19.2023
2214,http://pittsburghpa.gov/publicsafety/blotterview/2214,"Police, EMS, Fire Respond for Gunshot Victim in East Liberty/Garfield Area - 03.19.2023"
2212,http://pittsburghpa.gov/publicsafety/blotterview/2212,Police Investigate Hit and Run in the Lower Hill District - 03.17.2023
2210,http://pittsburghpa.gov/publicsafety/blotterview/2210,Pittsburgh Police Arrest Three in Thanksgiving Day Shooting - 03.15.2023
2211,http://pittsburghpa.gov/publicsafety/blotterview/2211,UPDATE: Detectives Ask for Information from the Public to Help Locate Missing 12-Year-Old - 03.15.2023
2208,http://pittsburghpa.gov/publicsafety/blotterview/2208,ARREST UPDATE: Police Respond to Fatal Shooting on Banksville Road - 03.13.2023
2209,http://pittsburghpa.gov/publicsafety/blotterview/2209,UPDATE: Police Seek Assistance in Search for Missing Juvenile Male - 03.13.2023
2207,http://pittsburghpa.gov/publicsafety/blotterview/2207,"Police, Fire, EMS Respond for Collision Involving Pittsburgh EMS Medic Unit - 03.13.2023"
2206,http://pittsburghpa.gov/publicsafety/blotterview/2206,UPDATE: Police Seek Public’s Assistance to Find Missing Male - 03.09.2023
2205,http://pittsburghpa.gov/publicsafety/blotterview/2205,UPDATE: Police Seek the Public's Assistance in Search for Missing 12-Year-Old Boy - 03.09.2023
2204,http://pittsburghpa.gov/publicsafety/blotterview/2204,SWAT Called Following Shots Fired in Bedford Dwellings  - 03.08.2023
2203,http://pittsburghpa.gov/publicsafety/blotterview/2203,Police Investigate Fatal Shooting in Zone 3 - 03.01.2023
2201,http://pittsburghpa.gov/publicsafety/blotterview/2201,Police Arrest Second Man in Connection with January Homicide   - 02.28.2023
2202,http://pittsburghpa.gov/publicsafety/blotterview/2202,"Police, Fire, EMS Respond for Male Shot in Manchester Neighborhood - 02.28.2023"
2199,http://pittsburghpa.gov/publicsafety/blotterview/2199,Police Investigate After One Person Shot in Parking Lot - 02.27.2023
2200,http://pittsburghpa.gov/publicsafety/blotterview/2200,"UPDATE: Police Search for Missing Girl, Age 11 - 02.27.2023"
2197,http://pittsburghpa.gov/publicsafety/blotterview/2197,"SWAT, Emergency Crews Respond to Officer-Involved Critical Incident in Zone 3 - 02.24.2023"
2196,http://pittsburghpa.gov/publicsafety/blotterview/2196,SWAT Responds After Shot Fired inside Squirrel Hill Residence  - 02.24.2023
2195,http://pittsburghpa.gov/publicsafety/blotterview/2195,SWAT Responds After Two People Shot in Knoxville - 02.23.2023
2194,http://pittsburghpa.gov/publicsafety/blotterview/2194,UPDATE: Police Seek Assistance to Locate Missing Male  - 02.22.2023
2193,http://pittsburghpa.gov/publicsafety/blotterview/2193,"One Person Arrested, Charged for January Homicide  - 02.21.2023"
2192,http://pittsburghpa.gov/publicsafety/blotterview/2192,"Firefighters Respond to House Fire, Five People Transported by EMS - 02.21.2023"
2189,http://pittsburghpa.gov/publicsafety/blotterview/2189,Police Arrest Four Males in Connection with Death of Man Found Unresponsive Downtown - 02.16.2023
2188,http://pittsburghpa.gov/publicsafety/blotterview/2188,Police Arrest Suspect in Business Robbery - 02.16.2023
2187,http://pittsburghpa.gov/publicsafety/blotterview/2187,"Police Arrest, Charge Man with Attempted Homicide  - 02.15.2023"
2186,http://pittsburghpa.gov/publicsafety/blotterview/2186,"UPDATE: Stolen Church Bell Recovered, Police Seek Information - 02.15.2023"
2185,http://pittsburghpa.gov/publicsafety/blotterview/2185,"UPDATE: Pittsburgh Police, EMS, Fire Respond to Shooting Outside Westinghouse Academy  - 02.14.2023"
2184,http://pittsburghpa.gov/publicsafety/blotterview/2184,UPDATE 2: Police Investigate Fatal Shooting in Carrick - 02.13.2023
2182,http://pittsburghpa.gov/publicsafety/blotterview/2182,UPDATE: SVU Detectives Seek Information on Missing Person - 02.12.2023
2183,http://pittsburghpa.gov/publicsafety/blotterview/2183,"Pittsburgh Bureau of Fire, EMS Respond to Fire in Polish Hill  - 02.12.2023"
2181,http://pittsburghpa.gov/publicsafety/blotterview/2181,Police Investigate Overnight Shooting - 02.12.2023
2179,http://pittsburghpa.gov/publicsafety/blotterview/2179,UPDATE: SVU Seeks Information to Find Missing Teen - 02.11.2023
2180,http://pittsburghpa.gov/publicsafety/blotterview/2180,"SWAT Responds to Home in Garfield, Man Arrested for Child Luring - 02.11.2023"
2178,http://pittsburghpa.gov/publicsafety/blotterview/2178,Police Investigate Fatal Shooting in Northview Heights - 02.09.2023
2175,http://pittsburghpa.gov/publicsafety/blotterview/2175,SWAT Responds to Domestic Call in the South Side Slopes - 02.09.2023
2176,http://pittsburghpa.gov/publicsafety/blotterview/2176,Police Make Second Arrest in Downtown Homicide  - 02.09.2023
2177,http://pittsburghpa.gov/publicsafety/blotterview/2177,Emergency Crews Respond to Crash Involving Pedestrian  - 02.09.2023
2174,http://pittsburghpa.gov/publicsafety/blotterview/2174,Police Investigate After Juvenile Male Shot and Killed in Zone 3 - 02.07.2023
2173,http://pittsburghpa.gov/publicsafety/blotterview/2173,"Police, EMS Respond to Stabbing in Sheraden  - 02.06.2023"
2172,http://pittsburghpa.gov/publicsafety/blotterview/2172,"UPDATE: Police, EMS, Fire Respond for Gunshot Victim on the North Side - 02.05.2023"
2171,http://pittsburghpa.gov/publicsafety/blotterview/2171,"Juvenile Male Shot, Injured in Knoxville, Police Investigating - 02.04.2023"
2170,http://pittsburghpa.gov/publicsafety/blotterview/2170,Pittsburgh Police Issue Arrest Warrants in Case of Infant Exposed to Fentanyl - 02.03.2023
2169,http://pittsburghpa.gov/publicsafety/blotterview/2169,UPDATE:SVU Seeks Public’s Help to Find Missing Juvenile - 02.02.2023
2167,http://pittsburghpa.gov/publicsafety/blotterview/2167,"Arrest Update/Correction/Update: Police, Fire and EMS Respond for Pedestrians Hit by Vehicle  in East Hills - 02.01.2023"
2168,http://pittsburghpa.gov/publicsafety/blotterview/2168,UPDATED: Police Investigate After Teen Shot in Zone 6 - 02.01.2023
2166,http://pittsburghpa.gov/publicsafety/blotterview/2166,First Responders Rescue Pedestrian Following Collision  - 01.31.2023
2165,http://pittsburghpa.gov/publicsafety/blotterview/2165,"Police Investigate Carjacking, Assault in Zone 1 - 01.30.2023"
2164,http://pittsburghpa.gov/publicsafety/blotterview/2164,Police Investigate After Shots Fired Downtown - 01.29.2023
2163,http://pittsburghpa.gov/publicsafety/blotterview/2163,Police Investigate After One Person Injured in Zone 3 Shooting  - 01.28.2023
2162,http://pittsburghpa.gov/publicsafety/blotterview/2162,Police Investigate After Male Found Fatally Shot in Elliott - 01.26.2023
2161,http://pittsburghpa.gov/publicsafety/blotterview/2161,"Two Shot in Zone 5, Police Investigating - 01.24.2023"
2159,http://pittsburghpa.gov/publicsafety/blotterview/2159,"Police Arrest, Charge One Person for December Fatal Shooting - 01.24.2023"
2160,http://pittsburghpa.gov/publicsafety/blotterview/2160,UPDATE: Police Request Information to Help Find Missing Adult - 01.24.2023
2157,http://pittsburghpa.gov/publicsafety/blotterview/2157,UPDATE: SWAT Responds for Warrant Suspects Inside South Side Residence - 01.23.2023
2158,http://pittsburghpa.gov/publicsafety/blotterview/2158,Police Investigate Armed Robbery of a Vehicle in Knoxville - 01.23.2023
2156,http://pittsburghpa.gov/publicsafety/blotterview/2156,Police Investigate Shooting Death in Bedford Dwellings - 01.22.2023
2155,http://pittsburghpa.gov/publicsafety/blotterview/2155,"Police Investigate Shots Fired, Two Victims Located on the South Side - 01.21.2023"
2153,http://pittsburghpa.gov/publicsafety/blotterview/2153,UPDATE: Pittsburgh Police Ask for the Public’s Help to Find a Missing Girl - 01.20.2023
2154,http://pittsburghpa.gov/publicsafety/blotterview/2154,Police Arrest Man in Armed Street Robbery in Greenfield - 01.20.2023
2152,http://pittsburghpa.gov/publicsafety/blotterview/2152,Pittsburgh Police Arrest One in Connection with Downtown Homicide - 01.19.2023
2149,http://pittsburghpa.gov/publicsafety/blotterview/2149,Arrest Made in East Liberty Armed Business Robbery - 01.19.2023
2150,http://pittsburghpa.gov/publicsafety/blotterview/2150,"Police Respond to Shotspotter Alert, Investigate Shooting in Zone 5 - 01.19.2023"
2151,http://pittsburghpa.gov/publicsafety/blotterview/2151,"UPDATE: Police Investigate Downtown Shooting, One Victim Critical  - 01.19.2023"
2148,http://pittsburghpa.gov/publicsafety/blotterview/2148,First Responders Dispatched for Serious Single Vehicle Collision in Carrick - 01.18.2023
2146,http://pittsburghpa.gov/publicsafety/blotterview/2146,"Police, EMS Respond after Male Falls From Height in Lawrenceville - 01.17.2023"
2147,http://pittsburghpa.gov/publicsafety/blotterview/2147,"Police Respond for ShotSpotter Alert in East Hills, One Gunshot Victim Located - 01.17.2023"
2145,http://pittsburghpa.gov/publicsafety/blotterview/2145,UPDATE: Police Seek the Public's Assistance to Find Missing Male - 01.17.2023
2144,http://pittsburghpa.gov/publicsafety/blotterview/2144,Police Seek Information to Identify Driver in Fatal Hit and Run Crash Involving Pedestrian - 01.14.2023
2142,http://pittsburghpa.gov/publicsafety/blotterview/2142,UPDATE: Detectives Seek Information to Find Missing Person - 01.12.2023
2143,http://pittsburghpa.gov/publicsafety/blotterview/2143,"UPDATE: Barricaded Person Incident Resolved Safely in Garfield, One in Custody - 01.12.2023"
2138,http://pittsburghpa.gov/publicsafety/blotterview/2138,"Police, EMs Respond to Juvenile with Gunshot Wound in Zone 6 - 01.11.2023"
2141,http://pittsburghpa.gov/publicsafety/blotterview/2141,Emergency Crews Respond to Fatal Collision Involving Pedestrian - 01.11.2023
2139,http://pittsburghpa.gov/publicsafety/blotterview/2139,SWAT Responds to Barricaded Person in Sheraden; One Arrested - 01.11.2023
2140,http://pittsburghpa.gov/publicsafety/blotterview/2140,Police Respond to Possible Abduction Attempt  in Zone 2 - 01.11.2023
2136,http://pittsburghpa.gov/publicsafety/blotterview/2136,Police Arrest Two in Carrick Homicide  - 01.10.2023
2137,http://pittsburghpa.gov/publicsafety/blotterview/2137,UPDATE: Police Investigate Shots Fired in Homewood West - 01.10.2023
2135,http://pittsburghpa.gov/publicsafety/blotterview/2135,One Critically Injured Following Police Pursuit of a Vehicle on Route 51 - 01.09.2023
2134,http://pittsburghpa.gov/publicsafety/blotterview/2134,First Responders Dispatched for Hit and Run of Female Overnight  - 01.09.2023
2133,http://pittsburghpa.gov/publicsafety/blotterview/2133,"Police Investigate After Male Shot, Killed in Carrick - 01.08.2023"
2131,http://pittsburghpa.gov/publicsafety/blotterview/2131,"Police Respond for ShotSpotter Alert, Gunshot Victim Located in Knoxville - 01.07.2023"
