,link,title
1358,http://pittsburghpa.gov/publicsafety/blotterview/1358,"EMS, Fire, and Police Responded To a Child Struck By Vehicle - 07.09.2021"
1357,http://pittsburghpa.gov/publicsafety/blotterview/1357,UPDATE: Pittsburgh Police Are Searching for a Wanted Male  - 07.08.2021
1356,http://pittsburghpa.gov/publicsafety/blotterview/1356,Howard Hawkins Apprehended in California for Strip District Homicide  - 07.07.2021
1355,http://pittsburghpa.gov/publicsafety/blotterview/1355,Pittsburgh Bureau of Police Releases Review of Ethnic Intimidation Incidents for First Half of 2021 - 07.07.2021
1353,http://pittsburghpa.gov/publicsafety/blotterview/1353,Fireworks Task Force Calls and Incidents for the Fourth of July - 07.05.2021
1354,http://pittsburghpa.gov/publicsafety/blotterview/1354,SWAT Responded To a Male In Crisis - 07.05.2021
1349,http://pittsburghpa.gov/publicsafety/blotterview/1349,Fireworks Task Force Enforcement Continues on Independence Day - 07.04.2021
1351,http://pittsburghpa.gov/publicsafety/blotterview/1351,"Police, Fire, EMS Respond for Collision with Injuries in Homewood - 07.04.2021"
1352,http://pittsburghpa.gov/publicsafety/blotterview/1352,SWAT Responds for Male in Crisis Barricaded in Central Northside Residence - 07.04.2021
1350,http://pittsburghpa.gov/publicsafety/blotterview/1350,Police Investigate after Male Arrives at the Hospital with a Gunshot Wound - 07.04.2021
1348,http://pittsburghpa.gov/publicsafety/blotterview/1348,Police Investigate Vehicle vs. Motorcycle Collision in East Hills - 07.03.2021
1347,http://pittsburghpa.gov/publicsafety/blotterview/1347,Police Investigate Homicide in East Hills Neighborhood - 07.03.2021
1344,http://pittsburghpa.gov/publicsafety/blotterview/1344,Police Investigate Shooting in the South Side Flats Overnight - 07.02.2021
1345,http://pittsburghpa.gov/publicsafety/blotterview/1345,Major Crimes Detectives Investigate Hit and Run on Troy Hill - 07.02.2021
1346,http://pittsburghpa.gov/publicsafety/blotterview/1346,Police Investigate Shooting in Arlington - 07.02.2021
1343,http://pittsburghpa.gov/publicsafety/blotterview/1343,Police Release Uniform Crime Report Numbers for May - 06.30.2021
1341,http://pittsburghpa.gov/publicsafety/blotterview/1341,"Police Investigate Shotspotter Alert, Victim Located in Manchester - 06.29.2021"
1342,http://pittsburghpa.gov/publicsafety/blotterview/1342,"Police Investigate After Shots Fired in Allegheny Commons, Victim Arrives at the Hospital - 06.29.2021"
1340,http://pittsburghpa.gov/publicsafety/blotterview/1340,UPDATE: Police Investigate Carjacking in Perry South - 06.28.2021
1339,http://pittsburghpa.gov/publicsafety/blotterview/1339,UPDATE: Pittsburgh Police Seek the Public's Help to Locate Missing Adult Male - 06.28.2021
1338,http://pittsburghpa.gov/publicsafety/blotterview/1338,UPDATE: SVU Detectives Seek Your Assistance In Locating a Missing Male - 06.27.2021
1337,http://pittsburghpa.gov/publicsafety/blotterview/1337,Pittsburgh Fire Investigations Unit Seek The Public’s Assistance For an Overnight Brush Fire - 06.27.2021
1336,http://pittsburghpa.gov/publicsafety/blotterview/1336,"Arrest Made in May 27, 2021 E. Warrington Ave Homicide - 06.25.2021"
1334,http://pittsburghpa.gov/publicsafety/blotterview/1334,Police Responded To a Shotspotter alert in Fineview - 06.25.2021
1332,http://pittsburghpa.gov/publicsafety/blotterview/1332,Police and EMS Responded To Female Shot in the Hill District. - 06.24.2021
1335,http://pittsburghpa.gov/publicsafety/blotterview/1335,Narcotics Investigation Results in Two Arrests in Larimer - 06.24.2021
1333,http://pittsburghpa.gov/publicsafety/blotterview/1333,The City of Pittsburgh Bureau of Police Releases Numbers from the Second Round of Abandoned Vehicle Blitz - 06.24.2021
1331,http://pittsburghpa.gov/publicsafety/blotterview/1331,Police Investigating Recent Physical and Verbal Assaults in Squirrel Hill - 06.23.2021
1329,http://pittsburghpa.gov/publicsafety/blotterview/1329,Police Responded To a Shooting in East Allegeny - 06.23.2021
1330,http://pittsburghpa.gov/publicsafety/blotterview/1330,Homicide Detectives Seek Assistance to Identify Suspect - 06.23.2021
1328,http://pittsburghpa.gov/publicsafety/blotterview/1328,"EMS, Fire, and Police Responded For a 2-Alarm Fire In Homewood - 06.22.2021"
1324,http://pittsburghpa.gov/publicsafety/blotterview/1324,"Juvenile Shot, Wounded at Mount Washington Residence, Police Investigate - 06.20.2021"
1326,http://pittsburghpa.gov/publicsafety/blotterview/1326,"Police, EMS Respond for Child Injured in Fall from Window - 06.20.2021"
1327,http://pittsburghpa.gov/publicsafety/blotterview/1327,Two-Vehicle Collision Sends Seven to the Hospital with Injuries - 06.20.2021
1325,http://pittsburghpa.gov/publicsafety/blotterview/1325,Police Investigate Body Recovered from Allegheny River - 06.20.2021
1322,http://pittsburghpa.gov/publicsafety/blotterview/1322,"Police, Medics Respond for Two People Shot on Frankstown Avenue  - 06.19.2021"
1323,http://pittsburghpa.gov/publicsafety/blotterview/1323,"Police Investigate Shots Fired, Male Struck in Allegheny Dwellings - 06.19.2021"
1321,http://pittsburghpa.gov/publicsafety/blotterview/1321,"Police, EMS Respond for Shots Fired in Northview Heights, Two Injured - 06.18.2021"
1320,http://pittsburghpa.gov/publicsafety/blotterview/1320,Police Make One Arrest in Strip District Homicide of Ahmir Tuli - 06.17.2021
1319,http://pittsburghpa.gov/publicsafety/blotterview/1319,Police Arrest Male After Shots Fired During a Dispute Between Neighbors - 06.16.2021
1315,http://pittsburghpa.gov/publicsafety/blotterview/1315,UPDATE: Police Seek the Public's Help to Find Missing Male - 06.16.2021
1318,http://pittsburghpa.gov/publicsafety/blotterview/1318,Multiple Vehicles Collide in Chain Reaction Collision on Route 28 - 06.16.2021
1316,http://pittsburghpa.gov/publicsafety/blotterview/1316,"Police Respond for Fight, Shots Fired Outside Establishment in Corliss - 06.16.2021"
1317,http://pittsburghpa.gov/publicsafety/blotterview/1317,"Police Investigate Shots Fired, Juvenile Injured in Sheraden - 06.16.2021"
1313,http://pittsburghpa.gov/publicsafety/blotterview/1313,UPDATE: Shadyside Hit and Run Victim Transported to the Hospital in Critical Condition  - 06.15.2021
1312,http://pittsburghpa.gov/publicsafety/blotterview/1312,"Toddler Transported to the Hospital after Fall From Window, Police Investigate - 06.14.2021"
1314,http://pittsburghpa.gov/publicsafety/blotterview/1314,"Police Investigate After Shots Fired, Victim Located in Brookline - 06.14.2021"
1311,http://pittsburghpa.gov/publicsafety/blotterview/1311,UPDATE: SVU Detectives Seek Your Assistance In Locating a Missing Female - 06.13.2021
1307,http://pittsburghpa.gov/publicsafety/blotterview/1307,EMS and Police Responded To Hazelwood Shooting Victims - 06.12.2021
1308,http://pittsburghpa.gov/publicsafety/blotterview/1308,First Responders Attend to An Unresponsive Male in Brighton Heights - 06.12.2021
1309,http://pittsburghpa.gov/publicsafety/blotterview/1309,"EMS, Fire, and Police Responded To A Fatal Collision in Manchester - 06.12.2021"
1310,http://pittsburghpa.gov/publicsafety/blotterview/1310,EMS and Police Responded To A Male Shot In Perry South - 06.12.2021
1306,http://pittsburghpa.gov/publicsafety/blotterview/1306,UPDATE: SVU Detectives Seek Your Assistance In Locating a Missing Teen  - 06.11.2021
1303,http://pittsburghpa.gov/publicsafety/blotterview/1303,Police and EMS Responded To A Shooting In Homewood - 06.10.2021
1304,http://pittsburghpa.gov/publicsafety/blotterview/1304,Police Responded To a Male Shot In East Hills - 06.10.2021
1302,http://pittsburghpa.gov/publicsafety/blotterview/1302,City of Pittsburgh Animal Care and Control Employee Faces Animal Cruelty Charges  - 06.10.2021
1305,http://pittsburghpa.gov/publicsafety/blotterview/1305,UPDATE: Police Responded To a Male Shot In Central Lawrenceville - 06.10.2021
1300,http://pittsburghpa.gov/publicsafety/blotterview/1300,Police Investigate Woman Struck by Train - 06.09.2021
1301,http://pittsburghpa.gov/publicsafety/blotterview/1301,UPDATE: SVU Detectives Seek Your Assistance In Locating Missing Sisters - 06.09.2021
1299,http://pittsburghpa.gov/publicsafety/blotterview/1299,UPDATE: SVU Detectives Seek Your Assistance In Locating a Missing Woman - 06.08.2021
1298,http://pittsburghpa.gov/publicsafety/blotterview/1298,UPDATE: First Responders Pull Man from the Allegheny in Critical Condition  - 06.08.2021
1296,http://pittsburghpa.gov/publicsafety/blotterview/1296,UPDATE: SVU Detectives Seek Your Assistance In Locating a Missing Male - 06.07.2021
1297,http://pittsburghpa.gov/publicsafety/blotterview/1297,EMS and Police Responded To Woman Shot - 06.07.2021
1295,http://pittsburghpa.gov/publicsafety/blotterview/1295,"Police Respond to Shotspotter Alert, Victim Shot in Manchester - 06.07.2021"
1293,http://pittsburghpa.gov/publicsafety/blotterview/1293,UPDATE: Police Make Arrest in Aggravated Assault Incident in Hazelwood - 06.06.2021
1294,http://pittsburghpa.gov/publicsafety/blotterview/1294,"Police, EMS Respond for Vehicle Hit and Run of Child - 06.06.2021"
1290,http://pittsburghpa.gov/publicsafety/blotterview/1290,Police Respond to a Reported Stabbing in the Central Northside - 06.04.2021
1291,http://pittsburghpa.gov/publicsafety/blotterview/1291,"Fire, EMS, and Police Responded To a Tractor-Trailer Fire - 06.04.2021"
1292,http://pittsburghpa.gov/publicsafety/blotterview/1292,SWAT Responds for Burglary Suspect Barricaded Inside Apartment - 06.04.2021
1287,http://pittsburghpa.gov/publicsafety/blotterview/1287,"Police Investigate After Woman Shot, Injured Inside Vehicle in Central Northside - 06.03.2021"
1289,http://pittsburghpa.gov/publicsafety/blotterview/1289,Police Investigate Fatal Shooting in Carrick Neighborhood - 06.03.2021
1288,http://pittsburghpa.gov/publicsafety/blotterview/1288,Police Release Uniform Crime Report Numbers For April - 06.03.2021
1286,http://pittsburghpa.gov/publicsafety/blotterview/1286,Police Investigate Stabbing in Beechview Section of the City - 06.02.2021
1284,http://pittsburghpa.gov/publicsafety/blotterview/1284,"EMS, Fire, and Police Responded To a Vehicle In A Creek - 06.01.2021"
1285,http://pittsburghpa.gov/publicsafety/blotterview/1285,UPDATE: Pittsburgh Police Special Victims Unit Detectives Seek the Public's Help to Find Missing Juvenile - 06.01.2021
1283,http://pittsburghpa.gov/publicsafety/blotterview/1283,"Pittsburgh Police Observe Illegal, Off-Road Vehicle Use, Issue Citations - 05.31.2021"
1281,http://pittsburghpa.gov/publicsafety/blotterview/1281,Police Investigate Overnight Shooting on the South Side - 05.30.2021
1282,http://pittsburghpa.gov/publicsafety/blotterview/1282,"Gunshot Victim Arrives at the Hospital, Police Locate Crime Scene in Allentown - 05.30.2021"
1279,http://pittsburghpa.gov/publicsafety/blotterview/1279,"EMS, Fire, and Police Responded To a Single Vehicle Collision On Mifflin Road - 05.27.2021"
1280,http://pittsburghpa.gov/publicsafety/blotterview/1280,UPDATE: Police Responded To a Male Shot in Allentown - 05.27.2021
1278,http://pittsburghpa.gov/publicsafety/blotterview/1278,UPDATE: Police Responded To A Reported Bank Robbery In Uptown - 05.26.2021
1277,http://pittsburghpa.gov/publicsafety/blotterview/1277,"Arrest Warrant Issued for Suspect in (Baby) Marcus White, Jr. Homicide - 05.26.2021"
1275,http://pittsburghpa.gov/publicsafety/blotterview/1275,Police Officer Injured By Vehicle Leaving Scene of Traffic Stop - 05.24.2021
1276,http://pittsburghpa.gov/publicsafety/blotterview/1276,UPDATE: SVU Detectives Seek's Your Assistance In Locating Missing Juveniles Twins - 05.24.2021
1274,http://pittsburghpa.gov/publicsafety/blotterview/1274,Pedestrian Transported to the Hospital in Serious Condition after Being Struck by Vehicle - 05.21.2021
1273,http://pittsburghpa.gov/publicsafety/blotterview/1273,Police Investigate After Vehicle Found Crashed into Building - 05.20.2021
1272,http://pittsburghpa.gov/publicsafety/blotterview/1272,Pittsburgh Bureau of Fire Responds to Fire in the Gulf Tower Building Downtown - 05.19.2021
1271,http://pittsburghpa.gov/publicsafety/blotterview/1271,UPDATE: Pittsburgh Bureau of Fire Responds to 3-Alarm Fire in Bloomfield - 05.18.2021
1268,http://pittsburghpa.gov/publicsafety/blotterview/1268,Police and EMS Responded To a Fatal Shooting in Homewood West - 05.16.2021
1270,http://pittsburghpa.gov/publicsafety/blotterview/1270,Police and EMS Responded To a Fatal Shooting In Homewood North - 05.16.2021
1269,http://pittsburghpa.gov/publicsafety/blotterview/1269,Police and EMS Responded To a Fatal Fall in South Shore - 05.16.2021
1267,http://pittsburghpa.gov/publicsafety/blotterview/1267,"EMS, Fire,and Police Responded To a Vehicle On Railroad Tracks - 05.15.2021"
1266,http://pittsburghpa.gov/publicsafety/blotterview/1266,UPDATE: SVU Detectives Seek's Your Assistance In Locating a Missing Female - 05.15.2021
1264,http://pittsburghpa.gov/publicsafety/blotterview/1264,UPDATE: SVU Detectives Seek Your Assistance In Locating a Missing Juvenile  - 05.14.2021
1263,http://pittsburghpa.gov/publicsafety/blotterview/1263,Police Responded To a Reported Robbery in Brookline - 05.14.2021
1265,http://pittsburghpa.gov/publicsafety/blotterview/1265,Police and EMS Responded To A Male Stabbed - 05.14.2021
1262,http://pittsburghpa.gov/publicsafety/blotterview/1262,UPDATE: SVU Detectives Seek Your Assistance In Locating a Missing and Endangered Male - 05.13.2021
1261,http://pittsburghpa.gov/publicsafety/blotterview/1261,"UPDATE: Arrest Made in South Side Historic Structure Fire that Displaced Residents, Destroyed Building - 05.13.2021"
1260,http://pittsburghpa.gov/publicsafety/blotterview/1260,Police Responded To a ShotspotterAlert in Homewood South - 05.13.2021
1259,http://pittsburghpa.gov/publicsafety/blotterview/1259,Police Release Uniform Crime Report Quarterly and March Numbers  - 05.13.2021
1257,http://pittsburghpa.gov/publicsafety/blotterview/1257,Police Investigate After Male Shot in Knoxville - 05.10.2021
1258,http://pittsburghpa.gov/publicsafety/blotterview/1258,Police Responded To a Shotspotter Alert In Beltzhoover - 05.10.2021
1256,http://pittsburghpa.gov/publicsafety/blotterview/1256,Pittsburgh Police Respond for Domestic Incident in Beltzhoover - 05.08.2021
1254,http://pittsburghpa.gov/publicsafety/blotterview/1254,UPDATE: SVU Detectives Seek Your Assistance In Locating a Missing Teen - 05.07.2021
1255,http://pittsburghpa.gov/publicsafety/blotterview/1255,Police Investigate After Juvenile in the Upper Hill Suffers Gunshot Wound - 05.07.2021
1251,http://pittsburghpa.gov/publicsafety/blotterview/1251,UPDATE: SVU Detectives Seek Your Assistance In Locating a Missing Teen - 05.04.2021
1252,http://pittsburghpa.gov/publicsafety/blotterview/1252,Public Safety HazMat Team Responds to Call for Ammonia Leak in the Strip District - 05.04.2021
1253,http://pittsburghpa.gov/publicsafety/blotterview/1253,UPDATE: SVU Detectives Seek the Public's Help to Locate Missing and Endangered Male - 05.04.2021
1249,http://pittsburghpa.gov/publicsafety/blotterview/1249,UPDATE: Firefighters Respond for 2-Alarm Fire on Mount Washington - 05.03.2021
1248,http://pittsburghpa.gov/publicsafety/blotterview/1248,Firefighters Responded To A Fatal Fire In Homewood South - 05.03.2021
1247,http://pittsburghpa.gov/publicsafety/blotterview/1247,Police Responded To A Shotspotter Alert In Homewood West - 05.02.2021
1246,http://pittsburghpa.gov/publicsafety/blotterview/1246,UPDATE: Police Responed To a Shotspotter Alert In Polish Hill - 05.02.2021
1245,http://pittsburghpa.gov/publicsafety/blotterview/1245,Police Locate A Male Reported Shot In Westwood - 04.30.2021
1243,http://pittsburghpa.gov/publicsafety/blotterview/1243,"EMS, Fire, and Police Responded To A Vehicle Over A Hillside In South Side Slopes - 04.29.2021"
1244,http://pittsburghpa.gov/publicsafety/blotterview/1244,Police and EMS Responded To A Male Shot In Homewood North - 04.29.2021
1242,http://pittsburghpa.gov/publicsafety/blotterview/1242,"Police Execute Search Warrant in Homewood South, Male Faces Federal Charges - 04.28.2021"
1239,http://pittsburghpa.gov/publicsafety/blotterview/1239,Pittsburgh Police Assist Federal Agencies in Arrest of Violent Suspect on the City's North Side - 04.27.2021
1241,http://pittsburghpa.gov/publicsafety/blotterview/1241,"EMS, Fire, and Police Responded To A Fatal Motorcycle Collision In Beechview   - 04.27.2021"
1240,http://pittsburghpa.gov/publicsafety/blotterview/1240,The City of Pittsburgh Bureau of Police Addresses Abandoned Vehicle Complaints - 04.27.2021
1237,http://pittsburghpa.gov/publicsafety/blotterview/1237,Police and EMS Responded  To a Reported  Shooting In  Carrick - 04.26.2021
1238,http://pittsburghpa.gov/publicsafety/blotterview/1238,UPDATE: SVU Detectives Seek's Your Assistance In Locating a Missing and Vulnerable Man - 04.26.2021
1236,http://pittsburghpa.gov/publicsafety/blotterview/1236,Arrest Warrant Issued for Kelly Street Homicide - 04.24.2021
1234,http://pittsburghpa.gov/publicsafety/blotterview/1234,UPDATE: Police Search for Missing Woman Last Seen in Homewood - 04.24.2021
1235,http://pittsburghpa.gov/publicsafety/blotterview/1235,UPDATE: Police Investigate Fatal Shooting in the Hill District - 04.24.2021
1233,http://pittsburghpa.gov/publicsafety/blotterview/1233,"UPDATE: Two-Vehicle Collision in the Strip District Sends Three to the Hospital, One Critical   - 04.24.2021"
1231,http://pittsburghpa.gov/publicsafety/blotterview/1231,Pittsburgh Bureau of Fire Battles Two Separate Structure Fires in Beltzhoover - 04.23.2021
1232,http://pittsburghpa.gov/publicsafety/blotterview/1232,Police Investigate Shooting Outside a Hill District Business - 04.23.2021
1230,http://pittsburghpa.gov/publicsafety/blotterview/1230,UPDATE: Police Search for Missing 11-Year-Old from the North Side - 04.22.2021
1229,http://pittsburghpa.gov/publicsafety/blotterview/1229,Police Respond After Shots Fired in Spring Hill Neighborhood - 04.21.2021
1228,http://pittsburghpa.gov/publicsafety/blotterview/1228,Police Officers Save a Life During a Community Walk Through Homewood - 04.21.2021
1227,http://pittsburghpa.gov/publicsafety/blotterview/1227,"Police, Fire, EMS Respond for Serious Collison on W Saw Mill Run Blvd - 04.20.2021"
1224,http://pittsburghpa.gov/publicsafety/blotterview/1224,EMS and Police Responded To a Male Shot in East Hills - 04.19.2021
1226,http://pittsburghpa.gov/publicsafety/blotterview/1226,Police Investigate Armed Carjacking Overnight - 04.19.2021
1225,http://pittsburghpa.gov/publicsafety/blotterview/1225,UPDATE: Police Ask for the Public's Help to Locate Missing Boy - 04.19.2021
1222,http://pittsburghpa.gov/publicsafety/blotterview/1222,EMS and Police Responded To a Male Shot In The Hill District - 04.18.2021
1223,http://pittsburghpa.gov/publicsafety/blotterview/1223,Police Responded To A Shooting Knoxville - 04.18.2021
1221,http://pittsburghpa.gov/publicsafety/blotterview/1221,SWAT Responded To A Home in Greenfield. - 04.18.2021
1220,http://pittsburghpa.gov/publicsafety/blotterview/1220,Police and EMS Responded To a Male Shot In Garfield - 04.17.2021
1216,http://pittsburghpa.gov/publicsafety/blotterview/1216,Police Responded To A Black Bear Sighting on Lemington Avenue - 04.15.2021
1217,http://pittsburghpa.gov/publicsafety/blotterview/1217,Pittsburgh Bureau of Police Creates Resource to Address Animal Welfare Concerns  - 04.15.2021
1218,http://pittsburghpa.gov/publicsafety/blotterview/1218,Police Responded To A Shooting in Marshall-Shadeland - 04.15.2021
1219,http://pittsburghpa.gov/publicsafety/blotterview/1219,SWAT Responded To Lincoln-Lemington - 04.15.2021
1214,http://pittsburghpa.gov/publicsafety/blotterview/1214,Detectives Make Arrest in Quarry Field Graffiti Case - 04.14.2021
1215,http://pittsburghpa.gov/publicsafety/blotterview/1215,Correction: Pittsburgh Police Investigate Reported South Side Assault  - 04.14.2021
1210,http://pittsburghpa.gov/publicsafety/blotterview/1210,SWAT Responded To The South Side - 04.13.2021
1211,http://pittsburghpa.gov/publicsafety/blotterview/1211,UPDATE: SVU Detectives Seek's Your Assistance In Locating a Missing Woman  - 04.13.2021
1213,http://pittsburghpa.gov/publicsafety/blotterview/1213,EMS and Police Responded To a Male Shot In Carrick - 04.13.2021
1212,http://pittsburghpa.gov/publicsafety/blotterview/1212,Police Responded To A Shotspotter Alert In Lincoln-Lemington - 04.13.2021
1209,http://pittsburghpa.gov/publicsafety/blotterview/1209,Police Responded To A Shotspotter Alert In Uptown - 04.12.2021
1208,http://pittsburghpa.gov/publicsafety/blotterview/1208,"Police Investigate Shots Fired, Male Found Deceased in Brighton Heights - 04.12.2021"
1207,http://pittsburghpa.gov/publicsafety/blotterview/1207,UPDATE: Explosion From Manhole Sends Male to the Hospital with Burn Injuries - 04.11.2021
1205,http://pittsburghpa.gov/publicsafety/blotterview/1205,Firefighters Battle 2-alarm Fire in the Hill District  - 04.10.2021
1206,http://pittsburghpa.gov/publicsafety/blotterview/1206,"Police Investigate Home Invasion, Assault in Carrick - 04.10.2021"
1201,http://pittsburghpa.gov/publicsafety/blotterview/1201,"CORRECTION: Police Investigate After Shots Fired, Two Victims Located in East Allegheny Neighborhood - 04.09.2021"
1203,http://pittsburghpa.gov/publicsafety/blotterview/1203,"Pedestrian Struck by Vehicle Downtown, Police Investigate - 04.09.2021"
1202,http://pittsburghpa.gov/publicsafety/blotterview/1202,Police Responded To A Shotspotter Alert In Sheraden - 04.09.2021
1200,http://pittsburghpa.gov/publicsafety/blotterview/1200,UPDATE: Police Seek the Public's Help to Locate Missing Juvenile Female - 04.08.2021
1198,http://pittsburghpa.gov/publicsafety/blotterview/1198,"UPDATE: Pittsburgh Park Rangers, and Animal Care & Control, are actively searching for a Large Snake  - 04.08.2021"
1197,http://pittsburghpa.gov/publicsafety/blotterview/1197,UPDATE: Northview Heights Shooting Leaves Male Critical - 04.08.2021
1199,http://pittsburghpa.gov/publicsafety/blotterview/1199,"Police, Animal Care and Control Respond after Loose Pit Bull Shot, Injured By Pedestrian - 04.08.2021"
1192,http://pittsburghpa.gov/publicsafety/blotterview/1192,UPDATE: Police Investigate After Male Found Deceased in Marshall-Shadeland - 04.07.2021
1194,http://pittsburghpa.gov/publicsafety/blotterview/1194,Police Respond to Black Bear Sightings Overnight - 04.07.2021
1195,http://pittsburghpa.gov/publicsafety/blotterview/1195,Police Responded To a Shotspotter Alert in Allentown - 04.07.2021
1193,http://pittsburghpa.gov/publicsafety/blotterview/1193,Firefighters Called to Structure Fire in Marshall-Shadeland - 04.07.2021
1196,http://pittsburghpa.gov/publicsafety/blotterview/1196,"Police Investigate after Shots Fired, Victim Struck in Northview Heights - 04.07.2021"
1190,http://pittsburghpa.gov/publicsafety/blotterview/1190,Firefighters Battle 4-Alarm Fire in Manchester - 04.06.2021
1191,http://pittsburghpa.gov/publicsafety/blotterview/1191,Police Investigate After Shots Fired in Manchester - 04.06.2021
1187,http://pittsburghpa.gov/publicsafety/blotterview/1187,Police Search for Suspects After Assault and Robbery Downtown - 04.05.2021
1186,http://pittsburghpa.gov/publicsafety/blotterview/1186,Police Ask for the Public's Assistance to Identify Graffiti Tagger - 04.05.2021
1184,http://pittsburghpa.gov/publicsafety/blotterview/1184,SWAT Responded To A Domestic Call In Perry South - 04.05.2021
1188,http://pittsburghpa.gov/publicsafety/blotterview/1188,UPDATE: Firefighters Battle 2-Alarm Fire in Commercial/Residential Structure on East Carson Street - 04.05.2021
1185,http://pittsburghpa.gov/publicsafety/blotterview/1185,"EMS, Fire and Police Responded To Motorcycle Collision - 04.05.2021"
1189,http://pittsburghpa.gov/publicsafety/blotterview/1189,UPDATE: Pittsburgh Police Respond for Pedestrian Struck by Vehicle in Lincoln Place - 04.05.2021
1183,http://pittsburghpa.gov/publicsafety/blotterview/1183,SWAT Responded To Home in Arlington - 04.04.2021
1182,http://pittsburghpa.gov/publicsafety/blotterview/1182,The Pittsburgh Bureau of Police Remembers Three Fallen Officers  - 04.04.2021
1181,http://pittsburghpa.gov/publicsafety/blotterview/1181,Police Responded To a Shotspotter alert in Manchester - 04.04.2021
1179,http://pittsburghpa.gov/publicsafety/blotterview/1179,EMS and Police Responded To A Vehicle Versus Pedestrian Collision - 04.03.2021
1180,http://pittsburghpa.gov/publicsafety/blotterview/1180,Police Responded To a Shotspotter Alert in Knoxville - 04.03.2021
1178,http://pittsburghpa.gov/publicsafety/blotterview/1178,Police and EMS Responded To A Woman Shot In Lincoln-Lemington - 04.03.2021
1177,http://pittsburghpa.gov/publicsafety/blotterview/1177,Police and EMS Responded To A Skateboarder Struck By a Vehicle In Bloomfield - 04.02.2021
1176,http://pittsburghpa.gov/publicsafety/blotterview/1176,UPDATE: Police Seek the Public's Help to Locate Missing and Endangered Male - 04.01.2021
1175,http://pittsburghpa.gov/publicsafety/blotterview/1175,Police Arrest Two From Stolen Vehicle - 04.01.2021
1172,http://pittsburghpa.gov/publicsafety/blotterview/1172,SWAT Responsed To A Male barricaded In a Vehicle - 03.31.2021
1173,http://pittsburghpa.gov/publicsafety/blotterview/1173,Pittsburgh Police Remind Gun Owners to Store Firearms Responsibly - 03.31.2021
1174,http://pittsburghpa.gov/publicsafety/blotterview/1174,"Police, EMS Respond to 3-Vehicle Collision on Monastery Street - 03.31.2021"
1171,http://pittsburghpa.gov/publicsafety/blotterview/1171,"Police, EMS Respond for Collision Between Motorcycle and Vehicle on E. Carson - 03.30.2021"
1169,http://pittsburghpa.gov/publicsafety/blotterview/1169,Police Respond for Reports of A Male Shot - 03.29.2021
1170,http://pittsburghpa.gov/publicsafety/blotterview/1170,Police Respond to Shooting in the Hill District - 03.29.2021
1168,http://pittsburghpa.gov/publicsafety/blotterview/1168,"Neighbor Dispute Ends in Shots Fired, Dog Killed - 03.28.2021"
1167,http://pittsburghpa.gov/publicsafety/blotterview/1167,Police Investigate After Shots Fired Outside Controversy Nightclub - 03.27.2021
1166,http://pittsburghpa.gov/publicsafety/blotterview/1166,UPDATE: Police Respond for Female Found Deceased in Carrick - 03.27.2021
1165,http://pittsburghpa.gov/publicsafety/blotterview/1165,Police Respond to a Female Down in the Street in Manchester - 03.26.2021
1164,http://pittsburghpa.gov/publicsafety/blotterview/1164,Pittsburgh Police Locate Shooting Victim in East Liberty - 03.26.2021
1162,http://pittsburghpa.gov/publicsafety/blotterview/1162,Police Respond to Shotspotter Alert on Woods Run Avenue - 03.25.2021
1163,http://pittsburghpa.gov/publicsafety/blotterview/1163,Police Respond to Shooting on Frankstown Avenue  - 03.25.2021
1161,http://pittsburghpa.gov/publicsafety/blotterview/1161,UPDATE: Police Respond to Shooting Victim in Perry South - 03.24.2021
1159,http://pittsburghpa.gov/publicsafety/blotterview/1159,UPDATE: Police Seek the Public's Help to Locate a Missing Male - 03.22.2021
1160,http://pittsburghpa.gov/publicsafety/blotterview/1160,Pittsburgh Police and Pennsylvania Department of Agriculture Investigation into Animal Cruelty Results in Charges   - 03.22.2021
1158,http://pittsburghpa.gov/publicsafety/blotterview/1158,UPDATE: Police Respond to Stabbing of a Juvenile Inside a Downtown Business  - 03.20.2021
1156,http://pittsburghpa.gov/publicsafety/blotterview/1156,UPDATE: Pittsburgh Police Seek the Public's Help to Find a Missing Senior Citizen - 03.19.2021
1155,http://pittsburghpa.gov/publicsafety/blotterview/1155,Pittsburgh Police Detectives and SWAT Safely Recover Abducted Baby - 03.18.2021
1157,http://pittsburghpa.gov/publicsafety/blotterview/1157,Pittsburgh Police Respond to Shots Fired in East Allegheny - 03.17.2021
1153,http://pittsburghpa.gov/publicsafety/blotterview/1153,One Injured in 3-Alarm Wilkinsburg Fire - 03.16.2021
1151,http://pittsburghpa.gov/publicsafety/blotterview/1151,"EMS, Fire and Police Responded To Reported Fire In East Liberty - 03.15.2021"
1150,http://pittsburghpa.gov/publicsafety/blotterview/1150,Pittsburgh Police Execute Search Warrant in Stanton Heights Drug Investigation - 03.15.2021
1152,http://pittsburghpa.gov/publicsafety/blotterview/1152,Police Respond to Shots Fired During Attempted Carjacking in the Hill District - 03.15.2021
1147,http://pittsburghpa.gov/publicsafety/blotterview/1147,Woman Mauled by Dogs - 03.13.2021
1149,http://pittsburghpa.gov/publicsafety/blotterview/1149,Pedestrian Struck by Vehicle Downtown - 03.13.2021
1148,http://pittsburghpa.gov/publicsafety/blotterview/1148,3-Alarm Fire Under Control in North Side - 03.13.2021
1144,http://pittsburghpa.gov/publicsafety/blotterview/1144,Male Transported After 2-alarm Fire - 03.11.2021
